"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Thu Aug 31 00:28:29 MSK 2023","Thu Aug 31 00:28:30 MSK 2023","1336","tests","Elements","Web Tables","","","test_web_table_add_person[input_data277]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:20 MSK 2023","Thu Aug 31 00:27:21 MSK 2023","980","tests","Elements","Web Tables","","","test_web_table_add_person[input_data237]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:28:30 MSK 2023","Thu Aug 31 00:28:31 MSK 2023","932","tests","Elements","Web Tables","","","test_web_table_add_person[input_data278]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:52 MSK 2023","Thu Aug 31 00:32:53 MSK 2023","436","tests","Elements","ClickButtons","","","test_click_buttons_page_double_click"," Check if it's possible to double-click button "
"skipped","Thu Aug 31 00:28:40 MSK 2023","Thu Aug 31 00:28:42 MSK 2023","1337","tests","Elements","Web Tables","","","test_web_table_add_person[input_data284]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:28:34 MSK 2023","Thu Aug 31 00:28:35 MSK 2023","1392","tests","Elements","Web Tables","","","test_web_table_add_person[input_data280]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:43 MSK 2023","Thu Aug 31 00:23:44 MSK 2023","905","tests","Elements","Web Tables","","","test_web_table_add_person[input_data102]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:28:13 MSK 2023","Thu Aug 31 00:28:14 MSK 2023","1392","tests","Elements","Web Tables","","","test_web_table_add_person[input_data268]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:24:38 MSK 2023","Thu Aug 31 00:24:39 MSK 2023","896","tests","Elements","Web Tables","","","test_web_table_add_person[input_data140]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:35 MSK 2023","Thu Aug 31 00:25:37 MSK 2023","1373","tests","Elements","Web Tables","","","test_web_table_add_person[input_data176]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:04 MSK 2023","Thu Aug 31 00:29:05 MSK 2023","1396","tests","Elements","Web Tables","","","test_web_table_add_person[input_data297]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:40 MSK 2023","Thu Aug 31 00:32:40 MSK 2023","560","tests","Elements","Web Tables","","","test_web_table_delete_specified_person_by_first_name[Alden]"," Check if a person could be deleted "
"skipped","Thu Aug 31 00:29:31 MSK 2023","Thu Aug 31 00:29:32 MSK 2023","1318","tests","Elements","Web Tables","","","test_web_table_add_person[input_data312]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:27:57 MSK 2023","Thu Aug 31 00:27:58 MSK 2023","920","tests","Elements","Web Tables","","","test_web_table_add_person[input_data258]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:21:57 MSK 2023","Thu Aug 31 00:21:58 MSK 2023","888","tests","Elements","Web Tables","","","test_web_table_add_person[input_data28]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:33:22 MSK 2023","Thu Aug 31 00:33:22 MSK 2023","64","tests","Elements","Upload and Download","","","test_download_file"," Check if server and local files are equal "
"passed","Thu Aug 31 00:33:10 MSK 2023","Thu Aug 31 00:33:10 MSK 2023","432","tests","Elements","Links","","","test_satus_mess_and_code[Created]"," Check if status codes and messages are correct "
"passed","Thu Aug 31 00:20:51 MSK 2023","Thu Aug 31 00:20:54 MSK 2023","2469","tests","Elements","Tex Box","","","test_text_box"," Check fields filling "
"failed","Thu Aug 31 00:28:20 MSK 2023","Thu Aug 31 00:28:21 MSK 2023","932","tests","Elements","Web Tables","","","test_web_table_add_person[input_data272]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:20 MSK 2023","Thu Aug 31 00:31:21 MSK 2023","1356","tests","Elements","Web Tables","","","test_web_table_add_person[input_data374]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:27 MSK 2023","Thu Aug 31 00:22:28 MSK 2023","883","tests","Elements","Web Tables","","","test_web_table_add_person[input_data47]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:16 MSK 2023","Thu Aug 31 00:31:18 MSK 2023","1327","tests","Elements","Web Tables","","","test_web_table_add_person[input_data372]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:19 MSK 2023","Thu Aug 31 00:22:20 MSK 2023","1397","tests","Elements","Web Tables","","","test_web_table_add_person[input_data42]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:22:58 MSK 2023","Thu Aug 31 00:22:58 MSK 2023","948","tests","Elements","Web Tables","","","test_web_table_add_person[input_data70]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:18 MSK 2023","Thu Aug 31 00:31:19 MSK 2023","1329","tests","Elements","Web Tables","","","test_web_table_add_person[input_data373]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:23:27 MSK 2023","Thu Aug 31 00:23:28 MSK 2023","953","tests","Elements","Web Tables","","","test_web_table_add_person[input_data90]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:31 MSK 2023","Thu Aug 31 00:26:32 MSK 2023","1428","tests","Elements","Web Tables","","","test_web_table_add_person[input_data208]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:25:07 MSK 2023","Thu Aug 31 00:25:08 MSK 2023","1368","tests","Elements","Web Tables","","","test_web_table_add_person[input_data159]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:02 MSK 2023","Thu Aug 31 00:22:03 MSK 2023","1400","tests","Elements","Web Tables","","","test_web_table_add_person[input_data31]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:50 MSK 2023","Thu Aug 31 00:27:51 MSK 2023","1376","tests","Elements","Web Tables","","","test_web_table_add_person[input_data254]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:33:09 MSK 2023","Thu Aug 31 00:33:09 MSK 2023","128","tests","Elements","Links","","","test_open_new_tab"," Check if new page opens in the new tab "
"skipped","Thu Aug 31 00:28:37 MSK 2023","Thu Aug 31 00:28:39 MSK 2023","1368","tests","Elements","Web Tables","","","test_web_table_add_person[input_data282]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:24:59 MSK 2023","Thu Aug 31 00:25:01 MSK 2023","1412","tests","Elements","Web Tables","","","test_web_table_add_person[input_data155]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:10 MSK 2023","Thu Aug 31 00:27:11 MSK 2023","1339","tests","Elements","Web Tables","","","test_web_table_add_person[input_data231]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:43 MSK 2023","Thu Aug 31 00:27:44 MSK 2023","1376","tests","Elements","Web Tables","","","test_web_table_add_person[input_data250]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:06 MSK 2023","Thu Aug 31 00:27:08 MSK 2023","1334","tests","Elements","Web Tables","","","test_web_table_add_person[input_data229]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:28:42 MSK 2023","Thu Aug 31 00:28:44 MSK 2023","1316","tests","Elements","Web Tables","","","test_web_table_add_person[input_data285]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:23:31 MSK 2023","Thu Aug 31 00:23:32 MSK 2023","929","tests","Elements","Web Tables","","","test_web_table_add_person[input_data93]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:14 MSK 2023","Thu Aug 31 00:30:15 MSK 2023","1356","tests","Elements","Web Tables","","","test_web_table_add_person[input_data336]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:29:16 MSK 2023","Thu Aug 31 00:29:17 MSK 2023","1326","tests","Elements","Web Tables","","","test_web_table_add_person[input_data304]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:24:53 MSK 2023","Thu Aug 31 00:24:54 MSK 2023","976","tests","Elements","Web Tables","","","test_web_table_add_person[input_data151]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:32:19 MSK 2023","Thu Aug 31 00:32:19 MSK 2023","260","tests","Elements","Web Tables","","","test_web_table_search_specified_results[2000-3]"," Check if search result matches to the query "
"passed","Thu Aug 31 00:23:59 MSK 2023","Thu Aug 31 00:24:00 MSK 2023","888","tests","Elements","Web Tables","","","test_web_table_add_person[input_data113]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:58 MSK 2023","Thu Aug 31 00:25:59 MSK 2023","884","tests","Elements","Web Tables","","","test_web_table_add_person[input_data189]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:09 MSK 2023","Thu Aug 31 00:26:10 MSK 2023","936","tests","Elements","Web Tables","","","test_web_table_add_person[input_data195]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:51 MSK 2023","Thu Aug 31 00:29:52 MSK 2023","1367","tests","Elements","Web Tables","","","test_web_table_add_person[input_data323]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:24:31 MSK 2023","Thu Aug 31 00:24:33 MSK 2023","1447","tests","Elements","Web Tables","","","test_web_table_add_person[input_data136]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:28:50 MSK 2023","Thu Aug 31 00:28:51 MSK 2023","1084","tests","Elements","Web Tables","","","test_web_table_add_person[input_data289]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:28:48 MSK 2023","Thu Aug 31 00:28:49 MSK 2023","1376","tests","Elements","Web Tables","","","test_web_table_add_person[input_data288]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:43 MSK 2023","Thu Aug 31 00:22:44 MSK 2023","846","tests","Elements","Web Tables","","","test_web_table_add_person[input_data59]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:22:16 MSK 2023","Thu Aug 31 00:22:17 MSK 2023","1013","tests","Elements","Web Tables","","","test_web_table_add_person[input_data40]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:28 MSK 2023","Thu Aug 31 00:31:29 MSK 2023","1020","tests","Elements","Web Tables","","","test_web_table_add_person[input_data379]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:02 MSK 2023","Thu Aug 31 00:23:03 MSK 2023","1332","tests","Elements","Web Tables","","","test_web_table_add_person[input_data73]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:17 MSK 2023","Thu Aug 31 00:26:19 MSK 2023","1384","tests","Elements","Web Tables","","","test_web_table_add_person[input_data200]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:26:29 MSK 2023","Thu Aug 31 00:26:30 MSK 2023","1364","tests","Elements","Web Tables","","","test_web_table_add_person[input_data207]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:27 MSK 2023","Thu Aug 31 00:26:29 MSK 2023","1345","tests","Elements","Web Tables","","","test_web_table_add_person[input_data206]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:23 MSK 2023","Thu Aug 31 00:27:24 MSK 2023","932","tests","Elements","Web Tables","","","test_web_table_add_person[input_data239]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:01 MSK 2023","Thu Aug 31 00:27:02 MSK 2023","960","tests","Elements","Web Tables","","","test_web_table_add_person[input_data226]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:27:21 MSK 2023","Thu Aug 31 00:27:23 MSK 2023","1380","tests","Elements","Web Tables","","","test_web_table_add_person[input_data238]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:24 MSK 2023","Thu Aug 31 00:26:25 MSK 2023","1376","tests","Elements","Web Tables","","","test_web_table_add_person[input_data204]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:05 MSK 2023","Thu Aug 31 00:26:06 MSK 2023","1312","tests","Elements","Web Tables","","","test_web_table_add_person[input_data193]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:34 MSK 2023","Thu Aug 31 00:22:35 MSK 2023","952","tests","Elements","Web Tables","","","test_web_table_add_person[input_data52]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:13 MSK 2023","Thu Aug 31 00:29:14 MSK 2023","965","tests","Elements","Web Tables","","","test_web_table_add_person[input_data302]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:28:07 MSK 2023","Thu Aug 31 00:28:08 MSK 2023","1376","tests","Elements","Web Tables","","","test_web_table_add_person[input_data264]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:43 MSK 2023","Thu Aug 31 00:30:45 MSK 2023","1455","tests","Elements","Web Tables","","","test_web_table_add_person[input_data353]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:41 MSK 2023","Thu Aug 31 00:25:42 MSK 2023","930","tests","Elements","Web Tables","","","test_web_table_add_person[input_data179]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:12 MSK 2023","Thu Aug 31 00:26:13 MSK 2023","1372","tests","Elements","Web Tables","","","test_web_table_add_person[input_data197]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:46 MSK 2023","Thu Aug 31 00:26:47 MSK 2023","1328","tests","Elements","Web Tables","","","test_web_table_add_person[input_data217]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:36 MSK 2023","Thu Aug 31 00:29:38 MSK 2023","1308","tests","Elements","Web Tables","","","test_web_table_add_person[input_data315]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:40 MSK 2023","Thu Aug 31 00:22:41 MSK 2023","929","tests","Elements","Web Tables","","","test_web_table_add_person[input_data57]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:18 MSK 2023","Thu Aug 31 00:27:20 MSK 2023","1376","tests","Elements","Web Tables","","","test_web_table_add_person[input_data236]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:21:27 MSK 2023","Thu Aug 31 00:21:28 MSK 2023","964","tests","Elements","Web Tables","","","test_web_table_add_person[input_data8]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:21:46 MSK 2023","Thu Aug 31 00:21:47 MSK 2023","1447","tests","Elements","Web Tables","","","test_web_table_add_person[input_data21]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:58 MSK 2023","Thu Aug 31 00:27:59 MSK 2023","1356","tests","Elements","Web Tables","","","test_web_table_add_person[input_data259]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:17 MSK 2023","Thu Aug 31 00:25:18 MSK 2023","1388","tests","Elements","Web Tables","","","test_web_table_add_person[input_data165]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:25 MSK 2023","Thu Aug 31 00:25:26 MSK 2023","884","tests","Elements","Web Tables","","","test_web_table_add_person[input_data170]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:49 MSK 2023","Thu Aug 31 00:23:50 MSK 2023","890","tests","Elements","Web Tables","","","test_web_table_add_person[input_data106]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:33:31 MSK 2023","Thu Aug 31 00:33:36 MSK 2023","5441","tests","Elements","Dynamic Properties","","","test_will_enable"," Check if the button is enabled in 5 seconds "
"failed","Thu Aug 31 00:23:20 MSK 2023","Thu Aug 31 00:23:21 MSK 2023","1476","tests","Elements","Web Tables","","","test_web_table_add_person[input_data85]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:12 MSK 2023","Thu Aug 31 00:25:13 MSK 2023","928","tests","Elements","Web Tables","","","test_web_table_add_person[input_data162]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:21:05 MSK 2023","Thu Aug 31 00:21:05 MSK 2023","292","tests","Elements","Radio Button","","","test_radio_button_yes"," Check if it's possible to select button 'Yes'"
"skipped","Thu Aug 31 00:29:38 MSK 2023","Thu Aug 31 00:29:39 MSK 2023","1388","tests","Elements","Web Tables","","","test_web_table_add_person[input_data316]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:43 MSK 2023","Thu Aug 31 00:26:44 MSK 2023","971","tests","Elements","Web Tables","","","test_web_table_add_person[input_data215]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:17 MSK 2023","Thu Aug 31 00:23:18 MSK 2023","1342","tests","Elements","Web Tables","","","test_web_table_add_person[input_data83]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:28:03 MSK 2023","Thu Aug 31 00:28:05 MSK 2023","1348","tests","Elements","Web Tables","","","test_web_table_add_person[input_data262]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:31:00 MSK 2023","Thu Aug 31 00:31:02 MSK 2023","1264","tests","Elements","Web Tables","","","test_web_table_add_person[input_data363]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:24:15 MSK 2023","Thu Aug 31 00:24:15 MSK 2023","888","tests","Elements","Web Tables","","","test_web_table_add_person[input_data124]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:04 MSK 2023","Thu Aug 31 00:31:05 MSK 2023","1377","tests","Elements","Web Tables","","","test_web_table_add_person[input_data365]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:32:13 MSK 2023","Thu Aug 31 00:32:13 MSK 2023","264","tests","Elements","Web Tables","","","test_web_table_search_specified_results[cierra@exam-2]"," Check if search result matches to the query "
"passed","Thu Aug 31 00:22:18 MSK 2023","Thu Aug 31 00:22:19 MSK 2023","972","tests","Elements","Web Tables","","","test_web_table_add_person[input_data41]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:56 MSK 2023","Thu Aug 31 00:29:57 MSK 2023","1363","tests","Elements","Web Tables","","","test_web_table_add_person[input_data326]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:15 MSK 2023","Thu Aug 31 00:30:17 MSK 2023","1325","tests","Elements","Web Tables","","","test_web_table_add_person[input_data337]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:24:56 MSK 2023","Thu Aug 31 00:24:57 MSK 2023","1368","tests","Elements","Web Tables","","","test_web_table_add_person[input_data153]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:22:36 MSK 2023","Thu Aug 31 00:22:37 MSK 2023","870","tests","Elements","Web Tables","","","test_web_table_add_person[input_data54]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:23:01 MSK 2023","Thu Aug 31 00:23:02 MSK 2023","949","tests","Elements","Web Tables","","","test_web_table_add_person[input_data72]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:09 MSK 2023","Thu Aug 31 00:32:10 MSK 2023","204","tests","Elements","Web Tables","","","test_web_table_search_specified_results[Vega-1]"," Check if search result matches to the query "
"skipped","Thu Aug 31 00:28:58 MSK 2023","Thu Aug 31 00:29:00 MSK 2023","1364","tests","Elements","Web Tables","","","test_web_table_add_person[input_data294]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:41 MSK 2023","Thu Aug 31 00:23:43 MSK 2023","1495","tests","Elements","Web Tables","","","test_web_table_add_person[input_data101]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:32 MSK 2023","Thu Aug 31 00:29:34 MSK 2023","1404","tests","Elements","Web Tables","","","test_web_table_add_person[input_data313]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:24:51 MSK 2023","Thu Aug 31 00:24:52 MSK 2023","1401","tests","Elements","Web Tables","","","test_web_table_add_person[input_data150]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:27:55 MSK 2023","Thu Aug 31 00:27:56 MSK 2023","992","tests","Elements","Web Tables","","","test_web_table_add_person[input_data257]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:30 MSK 2023","Thu Aug 31 00:31:31 MSK 2023","1296","tests","Elements","Web Tables","","","test_web_table_add_person[input_data380]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:11 MSK 2023","Thu Aug 31 00:32:12 MSK 2023","247","tests","Elements","Web Tables","","","test_web_table_search_specified_results[Insurance-1]"," Check if search result matches to the query "
"skipped","Thu Aug 31 00:30:35 MSK 2023","Thu Aug 31 00:30:36 MSK 2023","988","tests","Elements","Web Tables","","","test_web_table_add_person[input_data348]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:10 MSK 2023","Thu Aug 31 00:25:11 MSK 2023","1434","tests","Elements","Web Tables","","","test_web_table_add_person[input_data161]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:32:34 MSK 2023","Thu Aug 31 00:32:35 MSK 2023","788","tests","Elements","Web Tables","","","test_web_table_edit_person_first_name[Cierra-Cierr]"," Check if first_name could be edited "
"failed","Thu Aug 31 00:25:01 MSK 2023","Thu Aug 31 00:25:03 MSK 2023","1306","tests","Elements","Web Tables","","","test_web_table_add_person[input_data156]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:36 MSK 2023","Thu Aug 31 00:30:38 MSK 2023","1423","tests","Elements","Web Tables","","","test_web_table_add_person[input_data349]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:12 MSK 2023","Thu Aug 31 00:23:13 MSK 2023","984","tests","Elements","Web Tables","","","test_web_table_add_person[input_data80]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:21:50 MSK 2023","Thu Aug 31 00:21:51 MSK 2023","921","tests","Elements","Web Tables","","","test_web_table_add_person[input_data24]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:01 MSK 2023","Thu Aug 31 00:26:03 MSK 2023","1339","tests","Elements","Web Tables","","","test_web_table_add_person[input_data191]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:24:47 MSK 2023","Thu Aug 31 00:24:48 MSK 2023","924","tests","Elements","Web Tables","","","test_web_table_add_person[input_data147]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:05 MSK 2023","Thu Aug 31 00:30:06 MSK 2023","941","tests","Elements","Web Tables","","","test_web_table_add_person[input_data331]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:43 MSK 2023","Thu Aug 31 00:29:45 MSK 2023","1313","tests","Elements","Web Tables","","","test_web_table_add_person[input_data319]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:24:27 MSK 2023","Thu Aug 31 00:24:28 MSK 2023","1068","tests","Elements","Web Tables","","","test_web_table_add_person[input_data133]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:47 MSK 2023","Thu Aug 31 00:26:49 MSK 2023","1420","tests","Elements","Web Tables","","","test_web_table_add_person[input_data218]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:49 MSK 2023","Thu Aug 31 00:31:50 MSK 2023","976","tests","Elements","Web Tables","","","test_web_table_add_person[input_data391]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:24 MSK 2023","Thu Aug 31 00:25:25 MSK 2023","1348","tests","Elements","Web Tables","","","test_web_table_add_person[input_data169]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:32:18 MSK 2023","Thu Aug 31 00:32:18 MSK 2023","192","tests","Elements","Web Tables","","","test_web_table_search_specified_results[9-3]"," Check if search result matches to the query "
"failed","Thu Aug 31 00:25:19 MSK 2023","Thu Aug 31 00:25:20 MSK 2023","1305","tests","Elements","Web Tables","","","test_web_table_add_person[input_data166]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:26:40 MSK 2023","Thu Aug 31 00:26:41 MSK 2023","928","tests","Elements","Web Tables","","","test_web_table_add_person[input_data213]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:27:45 MSK 2023","Thu Aug 31 00:27:46 MSK 2023","984","tests","Elements","Web Tables","","","test_web_table_add_person[input_data251]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:23:18 MSK 2023","Thu Aug 31 00:23:19 MSK 2023","877","tests","Elements","Web Tables","","","test_web_table_add_person[input_data84]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:54 MSK 2023","Thu Aug 31 00:25:56 MSK 2023","1380","tests","Elements","Web Tables","","","test_web_table_add_person[input_data187]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:28:05 MSK 2023","Thu Aug 31 00:28:06 MSK 2023","976","tests","Elements","Web Tables","","","test_web_table_add_person[input_data263]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:24:13 MSK 2023","Thu Aug 31 00:24:14 MSK 2023","935","tests","Elements","Web Tables","","","test_web_table_add_person[input_data123]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:08 MSK 2023","Thu Aug 31 00:25:10 MSK 2023","1052","tests","Elements","Web Tables","","","test_web_table_add_person[input_data160]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:21:26 MSK 2023","Thu Aug 31 00:21:27 MSK 2023","986","tests","Elements","Web Tables","","","test_web_table_add_person[input_data7]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:21:24 MSK 2023","Thu Aug 31 00:21:25 MSK 2023","1387","tests","Elements","Web Tables","","","test_web_table_add_person[input_data6]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:56 MSK 2023","Thu Aug 31 00:30:57 MSK 2023","1297","tests","Elements","Web Tables","","","test_web_table_add_person[input_data360]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:21:05 MSK 2023","Thu Aug 31 00:21:06 MSK 2023","280","tests","Elements","Radio Button","","","test_radio_button_impressive"," Check if it's possible to select button 'No'"
"failed","Thu Aug 31 00:22:08 MSK 2023","Thu Aug 31 00:22:09 MSK 2023","1376","tests","Elements","Web Tables","","","test_web_table_add_person[input_data35]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:40 MSK 2023","Thu Aug 31 00:29:41 MSK 2023","1320","tests","Elements","Web Tables","","","test_web_table_add_person[input_data317]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:09 MSK 2023","Thu Aug 31 00:29:11 MSK 2023","1378","tests","Elements","Web Tables","","","test_web_table_add_person[input_data300]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:24:45 MSK 2023","Thu Aug 31 00:24:46 MSK 2023","908","tests","Elements","Web Tables","","","test_web_table_add_person[input_data146]"," Check if one new person could be added in the list "
"failed","Thu Aug 31 00:24:03 MSK 2023","Thu Aug 31 00:24:04 MSK 2023","1044","tests","Elements","Web Tables","","","test_web_table_add_person[input_data116]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:30:54 MSK 2023","Thu Aug 31 00:30:55 MSK 2023","976","tests","Elements","Web Tables","","","test_web_table_add_person[input_data359]"," Check if one new person could be added in the list "
"passed","Thu Aug 31 00:33:12 MSK 2023","Thu Aug 31 00:33:12 MSK 2023","424","tests","Elements","Links","","","test_satus_mess_and_code[Unauthorized]"," Check if status codes and messages are correct "
"passed","Thu Aug 31 00:32:11 MSK 2023","Thu Aug 31 00:32:11 MSK 2023","156","tests","Elements","Web Tables","","","test_web_table_search_specified_results[39-1]"," Check if search result matches to the query "
"failed","Thu Aug 31 00:26:54 MSK 2023","Thu Aug 31 00:26:56 MSK 2023","1349","tests","Elements","Web Tables","","","test_web_table_add_person[input_data222]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:29:49 MSK 2023","Thu Aug 31 00:29:50 MSK 2023","1404","tests","Elements","Web Tables","","","test_web_table_add_person[input_data322]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:31:48 MSK 2023","Thu Aug 31 00:31:49 MSK 2023","982","tests","Elements","Web Tables","","","test_web_table_add_person[input_data390]"," Check if one new person could be added in the list "
"skipped","Thu Aug 31 00:25:51 MSK 2023","Thu Aug 31 00:25:52 MSK 2023","1379","tests","Elements","Web Tables","","","test_web_table_add_person[input_data185]"," Check if one new person could be added in the list "
